                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                    6600                                     2035                  1.3799999999999999E+000                  2.0000000000000000E-002                  3.9535496679472656E+009                  4.2792243455070661E+001                  3.0758810509367122E+003                  2.9431635005584594E+003                  1.9130528046186137E+002                  2.3405334721317139E+001                  0.0000000000000000E+000                  6.1661500978288829E-036                  5.2836858084884527E-020                  2.4113952243500811E-001                  3.9351101864177019E-012                  7.3414920538603379E-001                  2.0571639131997453E-003                  6.4013007040335457E-001                 -7.0241735703762055E-006                  6.6966953074319283E-002                  6.4961686740741588E-005                  5.2915569377029729E-002                  1.7516216004917773E-001                  2.3018820900438182E-004                  3.3057550269874203E-001                  1.3160046993213512E-003                  5.4201114292426700E-001                  4.9617185809231296E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3808270601826045E-001                  1.8336123701390954E+002                  6.3746415180495164E-001                  1.8113320625360797E+002                  3.3112341590222973E+007                  1.7083413381805673E+001                  2.1749728490513391E+006                  2.7815036646049907E+003                  2.5708541306529742E+003                  1.2624806414697250E+002                  1.8988057533274051E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.2476671339027322E+017                                    12115                               "gfortran"                                  "9.2.0"               "x86_64-osx-macos-19.11.2"                               "20211107" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  6.4013007040335457E-001                  2.2817269577105064E+000                  3.4879695366257470E+000                 -8.6543823690450807E+000                  2.6295235862439168E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
                                       2                  6.4013007040303449E-001                  2.2817269577062986E+000                  3.4879695366661241E+000                 -8.6543823687657166E+000                  2.6295235865668487E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
                                       3                  6.4013007040187431E-001                  2.2817269576910530E+000                  3.4879695367979893E+000                 -8.6543823678533567E+000                  2.6295235876214926E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
                                       4                  6.4013007039820002E-001                  2.2817269576427655E+000                  3.4879695373295658E+000                 -8.6543823641754525E+000                  2.6295235918729731E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
                                       5                  6.4013007038238545E-001                  2.2817269574349290E+000                  3.4879695388706304E+000                 -8.6543823535130269E+000                  2.6295236041982233E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
                                       6                  6.4013007034170111E-001                  2.2817269569002505E+000                  3.4879695418972840E+000                 -8.6543823325719984E+000                  2.6295236284050407E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
                                       7                  6.4013007027142144E-001                  2.2817269559766316E+000                  3.4879695457311777E+000                 -8.6543823060457914E+000                  2.6295236590680586E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
                                       8                  6.4013007020114177E-001                  2.2817269550530113E+000                  3.4879695507854409E+000                 -8.6543822710759990E+000                  2.6295236994914517E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
                                       9                  6.4013007008612066E-001                  2.2817269535413929E+000                  3.4879695570600759E+000                 -8.6543822276626230E+000                  2.6295237496752231E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
                                      10                  6.4013006997109945E-001                  2.2817269520297767E+000                  3.4879695655395748E+000                 -8.6543821689940987E+000                  2.6295238174932121E+000                  6.8351813245017778E-001                  2.9633615725140444E-001                  2.0145710298417718E-002 
