                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                    6250                                     2145                  1.3799999999999999E+000                  2.0000000000000000E-002                  3.9535053108951988E+009                  4.0443156582585651E+000                  3.2795451420997147E+003                  1.6527934810476420E+003                  1.2610749693350040E+002                  2.2985383153425698E+001                  0.0000000000000000E+000                  6.2188498468058838E-036                  5.2880240920227814E-020                  2.4113952243631220E-001                  3.9350942899470341E-012                  7.3414920538471240E-001                  2.0571639132163310E-003                  7.3100574167491883E-001                 -3.7026189546252554E-007                  1.2967993709786849E-001                  1.2634897298041402E-004                  8.1679971002396198E-002                  1.7402521987090830E-001                  4.0536039804408696E-004                  3.3031004676605497E-001                  1.5026553974673658E-003                  5.4114475089270664E-001                  4.9300220785767163E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3049590310332468E-001                  1.2301313968298295E+002                  7.3034744869716028E-001                  1.2217072913583507E+002                  1.6583818493493076E+007                  6.0181307418557779E+001                  4.4228498602956887E+006                  2.4255887321082914E+003                  1.9538515593815351E+000                  2.1610857636788483E+003                  1.2178733669122137E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.2476531356377123E+017                                    12115                               "gfortran"                                  "9.2.0"               "x86_64-osx-macos-19.11.2"                               "20211107" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  7.3100574167491883E-001                  2.1007409056061470E+000                  3.5158136132686617E+000                 -8.4712971122527012E+000                  2.8420619777054683E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                       2                  7.3100574167455323E-001                  2.1007409055951447E+000                  3.5158136134395916E+000                 -8.4712971110628619E+000                  2.8420619790726196E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                       3                  7.3100574167322840E-001                  2.1007409055552677E+000                  3.5158136139978273E+000                 -8.4712971071769889E+000                  2.8420619835375693E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                       4                  7.3100574166903254E-001                  2.1007409054289807E+000                  3.5158136162481899E+000                 -8.4712970915122501E+000                  2.8420620015366871E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                       5                  7.3100574165097287E-001                  2.1007409048854226E+000                  3.5158136221745067E+000                 -8.4712970502592491E+000                  2.8420620489372603E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                       6                  7.3100574161042275E-001                  2.1007409036649465E+000                  3.5158136332774137E+000                 -8.4712969729720964E+000                  2.8420621377418427E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                       7                  7.3100574154116804E-001                  2.1007409015805214E+000                  3.5158136472827941E+000                 -8.4712968754809328E+000                  2.8420622497612702E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                       8                  7.3100574147191333E-001                  2.1007408994960959E+000                  3.5158136669332554E+000                 -8.4712967386945639E+000                  2.8420624069317419E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                       9                  7.3100574134683016E-001                  2.1007408957313536E+000                  3.5158136922288055E+000                 -8.4712965626130430E+000                  2.8420626092532100E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      10                  7.3100574122174711E-001                  2.1007408919666131E+000                  3.5158137257042128E+000                 -8.4712963295920485E+000                  2.8420628769994019E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      11                  7.3100574101576754E-001                  2.1007408857670629E+000                  3.5158137673594978E+000                 -8.4712960396317101E+000                  2.8420632101702075E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      12                  7.3100574080978808E-001                  2.1007408795675144E+000                  3.5158138243461936E+000                 -8.4712956429509099E+000                  2.8420636659652789E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      13                  7.3100574045218558E-001                  2.1007408688044471E+000                  3.5158138966643651E+000                 -8.4712951395500582E+000                  2.8420642443842730E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      14                  7.3100574009458319E-001                  2.1007408580413891E+000                  3.5158139962718242E+000                 -8.4712944461928998E+000                  2.8420650410676989E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      15                  7.3100573946709924E-001                  2.1007408391555109E+000                  3.5158141231687696E+000                 -8.4712935628807315E+000                  2.8420660560144722E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      16                  7.3100573883961517E-001                  2.1007408202696696E+000                  3.5158142973648623E+000                 -8.4712923503323960E+000                  2.8420674492624642E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      17                  7.3100573774436239E-001                  2.1007407873051367E+000                  3.5158145188607057E+000                 -8.4712908085518190E+000                  2.8420692208083955E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      18                  7.3100573664910962E-001                  2.1007407543407117E+000                  3.5158148207796556E+000                 -8.4712887069850655E+000                  2.8420716355662119E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      19                  7.3100573475851582E-001                  2.1007406974387304E+000                  3.5158152031234904E+000                 -8.4712860456436943E+000                  2.8420746935262500E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      20                  7.3100573286792192E-001                  2.1007406405370728E+000                  3.5158157203646048E+000                 -8.4712824453962909E+000                  2.8420788303260616E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
                                      21                  7.3100572964329580E-001                  2.1007405434854873E+000                  3.5158163725081084E+000                 -8.4712779062760770E+000                  2.8420840459378587E+000                  6.8351813245017878E-001                  2.9633615725140350E-001                  2.0145710298417718E-002 
